singer_id,gender,vowel,meanRmsDb,rmsConsistency,dynamicRangeDb,durationSec,attackLatencyMs,precisionCents,stabilityCents,rangeMinMidi,rangeMaxMidi,rangeSpanSemitones,vibratoRateHz,vibratoDepthCents
female1,F,A,-25.791566848754883,23.17293930053711,71.43108367919922,2.983333333333333,70.74829931972798,18.283957033462002,17.169489454708255,58.57525437226583,79.60906019777211,21.033805825506278,7.89518034616072,150.55580614620055
female1,F,E,-25.729843139648438,23.61478042602539,70.12894439697266,2.35,90.4875283446711,15.185957306829584,12.672580208760701,58.600150046874106,79.50830066483452,20.908150617960416,7.372391387141754,173.9734089000315
female1,F,I,-26.330577850341797,23.238235473632812,69.6211166381836,2.483333333333333,69.12698412698415,14.731337180246753,16.928071561618886,58.61320103065141,79.5049032317831,20.891702201131693,7.677100365338971,141.5451391867784
female1,F,O,-26.85338592529297,23.421743392944336,68.16993713378906,2.4000000000000004,78.54119425547974,17.07415129169138,16.091516405440874,58.99992484953154,79.61285587711703,20.61293102758549,6.877515967669416,185.3733073090019
female1,F,U,-27.27682113647461,23.16748809814453,90.1284408569336,2.5499999999999994,68.73771730914567,16.46247065476618,17.10326347707433,59.16719938103073,79.59930449758792,20.432105116557196,7.440649929780379,164.43280820556936
female2,F,A,-25.69190216064453,14.557206153869629,61.83034896850586,3.283333333333333,128.62433862433835,23.691585032652053,14.452426473940134,58.48373781841159,79.15629324695081,20.67255542853922,6.4716605189913,179.3245105133883
female2,F,E,-22.079261779785156,14.319250106811523,58.10426330566406,3.15,141.02796674225223,34.31470460906114,10.94324449272831,58.47713302132678,79.07714924448803,20.600016223161248,7.522708285866182,139.83609483141873
female2,F,I,-23.923297882080078,14.824715614318848,59.778846740722656,3.066666666666667,134.36130007558597,31.199719501557713,11.620838948672144,58.568143788499285,78.85605902718981,20.28791523869053,5.015873015873018,194.3357285427747
female2,F,O,-21.407493591308594,15.722207069396973,63.95191955566406,3.2000000000000006,167.01436130007573,32.57863483455066,11.152537535577528,58.2925691509692,79.35592776084054,21.063358609871344,6.105220315746637,179.73525562703992
female2,F,U,-23.70387077331543,16.01283836364746,60.984649658203125,2.4,144.17989417989432,40.926871076940806,11.422180278975054,58.50192965625814,79.30796868399322,20.806039027735082,7.491733905791197,141.74951023420155
female3,F,A,-20.27005386352539,23.15280532836914,70.24159240722656,2.9166666666666665,98.76795162509451,30.416434850179844,10.779820787684214,59.100950615160166,79.6374020386755,20.536451423515338,4.764583950251702,176.21662373793114
female3,F,E,-18.73031997680664,22.826309204101562,69.17212677001953,2.733333333333334,112.49433106575971,35.7596232966324,10.002232674446374,59.442701744649135,79.84301520638243,20.400313461733298,4.6897546897546905,213.60619020129926
female3,F,I,-19.57068634033203,23.106754302978516,68.86569213867188,2.6833333333333336,83.96069538926665,37.562162017849694,6.3356334600129935,59.685910385255475,80.15780085336345,20.47189046810798,4.761904761904762,207.04680000462687
female3,F,O,-20.786001205444336,22.665687561035156,69.80999755859375,2.8666666666666667,83.22751322751317,37.41555930628772,10.85886289152194,59.4317053148084,79.61087697198023,20.179171657171835,4.617604617604617,202.09304667388255
female3,F,U,-21.55059814453125,21.03584861755371,73.82947540283203,2.7166666666666663,109.44066515495103,32.51658895435091,7.640103434755917,59.63204782926094,80.19066330696843,20.55861547770749,4.6897546897546905,224.33342804331883
female4,F,A,-31.672489166259766,20.777246475219727,62.155235290527344,2.3000000000000003,70.96749811035498,16.866268988245448,5.918595876896254,58.401304865810474,74.63937904318189,16.238074177371416,6.097336542455807,174.54141389627083
female4,F,E,-34.80605697631836,18.79599380493164,57.10997772216797,2.9499999999999993,127.3544973544975,30.370960357248094,9.62294957129812,58.94162785758416,74.32079792679176,15.379170069207596,6.027359667823585,187.90021404329377
female4,F,I,-31.688003540039062,18.920148849487305,62.155235290527344,2.716666666666667,101.93499622071023,38.87948015180543,6.519105289021478,58.543229549090036,74.79139404976345,16.24816450067342,6.2663398692810475,181.90058020922018
female4,F,O,-30.233078002929688,18.591644287109375,58.56877899169922,2.816666666666667,116.45124716553256,36.67169299693119,8.616147523964791,59.48868271455253,74.86973536727125,15.381052652718715,6.980895867118775,180.84618217119097
female4,F,U,-33.172950744628906,17.467592239379883,58.52830123901367,3.016666666666666,121.98412698412704,31.234144331760938,7.2063211836900924,59.279780401637865,74.32236868362337,15.042588281985502,6.16217320261438,192.6672438749821
female5,F,A,-27.342498779296875,26.958877563476562,73.75727081298828,3.0,107.71730914588078,26.162320529819326,12.123457931855942,59.408818403192576,78.82213977241793,19.41332136922535,5.941225490353475,202.63717187219208
female5,F,E,-30.750080108642578,26.896657943725586,71.7129135131836,3.5666666666666664,75.22675736961443,14.045073271769466,8.648343370243394,59.39384937294186,78.99405092867151,19.600201555729655,6.5209296311508265,210.23074190325653
female5,F,I,-29.860828399658203,26.0992431640625,75.83671569824219,3.3166666666666664,102.93650793650805,20.474231375909742,5.964170219347697,59.332118016187444,79.24181613426842,19.909698118080975,6.627931615400288,186.2246263853665
female5,F,O,-30.19061851501465,27.132003784179688,76.21414947509766,3.1666666666666665,93.10657596371925,29.10559697441941,10.947382071380147,59.51540331297393,77.96977265428907,18.454369341315143,6.15946562601381,180.18611457332236
female5,F,U,-33.23830032348633,25.109500885009766,76.59705352783203,3.1666666666666665,109.48601662887388,25.51326026108148,10.149189366602556,59.014852808094545,78.68605997023755,19.671207162143006,5.737473603721171,210.39008513655807
female6,F,A,-36.31355667114258,13.143548965454102,79.07765197753906,2.1999999999999997,172.47165532879808,21.177823455601317,8.162581241587437,59.21327238692837,79.27192177422437,20.058649387296,7.553878869668331,123.8396096725326
female6,F,E,-31.361989974975586,15.019319534301758,75.28846740722656,1.966666666666667,148.68480725623567,23.813947285833763,7.6065800370048295,59.149557161648666,79.05161581725521,19.902058655606545,8.86176731764968,116.54848991195139
female6,F,I,-30.264999389648438,14.749579429626465,72.73426818847656,2.0499999999999994,154.78458049886635,25.610577524713953,7.566621141696133,58.83808326141603,78.86742401280645,20.02934075139042,7.919623780738783,122.2246746209195
female6,F,O,-30.46426773071289,14.585308074951172,77.39349365234375,2.016666666666667,82.41496598639458,27.924925187943554,10.332642518336979,59.21837402283627,79.25021374169594,20.031839718859672,7.121133870214756,175.9196867772321
female6,F,U,-30.251352310180664,14.382155418395996,79.95421600341797,2.0166666666666666,181.56462585033992,31.565313201918123,6.878189464632842,59.34075335189256,79.61782617671952,20.27707282482696,6.31457851397984,158.8268060958739
female7,F,A,-23.46748161315918,19.892860412597656,70.01177215576172,1.75,70.8049886621315,16.20991844943407,13.052508696941445,58.71567005978909,79.109934943322,20.394264883532912,6.239433643279791,157.1914663982588
female7,F,E,-23.366567611694336,20.282175064086914,70.14966583251953,1.6166666666666665,100.37792894935738,16.290600408168945,10.044290318005977,58.91839789412383,79.21945810088812,20.30106020676429,5.732389105106607,187.20529924307172
female7,F,I,-23.48871612548828,20.036544799804688,67.27845764160156,1.6666666666666667,95.88435374149641,22.38488714144757,10.822698950956784,58.63155749166996,79.3906331341156,20.759075642445644,5.28542466922749,164.88757408116257
female7,F,O,-22.124061584472656,21.357202529907227,67.2101058959961,1.5999999999999999,156.1375661375661,27.14257721673538,8.412348133803315,59.89937111684097,79.00671259798898,19.107341481148012,4.606463797640268,195.79419542825346
female7,F,U,-24.204612731933594,21.381641387939453,69.25791931152344,1.4333333333333333,99.35752078609231,41.1492493880408,6.425289046976495,60.01464627160776,79.49972439204255,19.485078120434792,4.611380099226726,182.5234065415723
female8,F,A,-26.274747848510742,17.19075584411621,70.00639343261719,4.3500000000000005,105.62358276644001,17.53207077821173,8.776816779877999,58.841966144747495,79.15150913101262,20.30954298626512,6.260727448400583,160.98160705711416
female8,F,E,-24.28498077392578,15.875486373901367,63.427913665771484,3.6,73.74149659863953,12.898715330978149,8.267456310440812,59.426271622270406,79.29657747163694,19.87030584936653,5.509289054945107,158.2754683506816
