singer_id,gender,vowel,meanRmsDb,rmsConsistency,dynamicRangeDb,durationSec,attackLatencyMs,precisionCents,stabilityCents,rangeMinMidi,rangeMaxMidi,rangeSpanSemitones,weak_G1,weak_G2,weak_G3,weak_G4,weak_G5
female1,F,A,-25.791566848754883,23.17293930053711,71.43108367919922,2.983333333333333,70.74829931972798,18.283957033462,17.169489454708255,58.57525437226583,79.60906019777211,21.03380582550628,0,0,0,0,0
female1,F,E,-25.72984313964844,23.61478042602539,70.12894439697266,2.35,90.4875283446711,15.185957306829584,12.6725802087607,58.600150046874106,79.50830066483452,20.908150617960416,0,0,0,0,0
female1,F,I,-26.3305778503418,23.23823547363281,69.6211166381836,2.483333333333333,69.12698412698415,14.731337180246753,16.928071561618886,58.61320103065141,79.5049032317831,20.891702201131693,0,0,0,0,0
female1,F,O,-26.85338592529297,23.421743392944336,68.16993713378906,2.4000000000000004,78.54119425547974,17.07415129169138,16.091516405440874,58.99992484953154,79.61285587711703,20.61293102758549,0,0,0,0,0
female1,F,U,-27.27682113647461,23.16748809814453,90.1284408569336,2.5499999999999994,68.73771730914567,16.46247065476618,17.10326347707433,59.16719938103073,79.59930449758792,20.4321051165572,0,0,0,0,0
female2,F,A,-25.69190216064453,14.557206153869627,61.83034896850586,3.283333333333333,128.62433862433835,23.691585032652053,14.452426473940134,58.48373781841159,79.15629324695081,20.67255542853922,0,0,0,0,0
female2,F,E,-22.07926177978516,14.319250106811523,58.10426330566406,3.15,141.02796674225223,34.31470460906114,10.94324449272831,58.47713302132678,79.07714924448803,20.600016223161248,0,0,0,0,0
female2,F,I,-23.92329788208008,14.824715614318848,59.778846740722656,3.066666666666667,134.36130007558597,31.19971950155772,11.620838948672144,58.568143788499285,78.85605902718981,20.28791523869053,0,0,0,0,0
female2,F,O,-21.4074935913086,15.722207069396973,63.95191955566406,3.2000000000000006,167.01436130007573,32.57863483455066,11.152537535577528,58.2925691509692,79.35592776084054,21.063358609871344,0,0,0,0,0
female2,F,U,-23.70387077331543,16.01283836364746,60.984649658203125,2.4,144.17989417989432,40.926871076940806,11.422180278975054,58.50192965625814,79.30796868399322,20.80603902773508,0,0,0,0,0
female3,F,A,-20.27005386352539,23.15280532836914,70.24159240722656,2.9166666666666665,98.76795162509453,30.416434850179844,10.779820787684214,59.100950615160166,79.6374020386755,20.53645142351533,0,0,0,0,0
female3,F,E,-18.73031997680664,22.82630920410156,69.17212677001953,2.733333333333334,112.49433106575972,35.7596232966324,10.002232674446374,59.442701744649135,79.84301520638243,20.400313461733298,0,0,0,0,0
female3,F,I,-19.57068634033203,23.10675430297852,68.86569213867188,2.6833333333333336,83.96069538926665,37.562162017849694,6.3356334600129935,59.68591038525548,80.15780085336345,20.47189046810798,0,0,0,0,0
female3,F,O,-20.786001205444336,22.66568756103516,69.80999755859375,2.8666666666666667,83.22751322751317,37.41555930628772,10.85886289152194,59.4317053148084,79.61087697198023,20.179171657171835,0,0,0,0,0
female3,F,U,-21.55059814453125,21.03584861755371,73.82947540283203,2.7166666666666663,109.44066515495103,32.51658895435091,7.640103434755917,59.63204782926094,80.19066330696843,20.55861547770749,0,0,0,0,0
